INSERT INTO `dictionary` VALUES (117219, 'محامت', 'muhammet', '2023-10-03 21:17:58', '2023-10-03 21:17:58');
INSERT INTO `dictionary` VALUES (150931, 'ازیخ', 'ezyeh', '2023-10-04 17:02:56', '2023-10-04 17:02:56');
INSERT INTO `dictionary` VALUES (150932, 'ازگهان', 'ezgehan', '2023-10-04 17:02:56', '2023-10-04 17:02:56');
INSERT INTO `dictionary` VALUES (150933, 'اژخ', 'ejeh', '2023-10-04 17:02:57', '2023-10-04 17:02:57');
INSERT INTO `dictionary` VALUES (150934, 'ازهران', 'Ezherân', '2023-10-04 17:02:57', '2023-10-04 17:02:57');
INSERT INTO `dictionary` VALUES (150935, 'ازیب', 'ezib', '2023-10-04 17:02:58', '2023-10-04 17:02:58');
INSERT INTO `dictionary` VALUES (150936, 'ازید', 'Ezyed', '2023-10-04 17:02:58', '2023-10-04 17:02:58');
INSERT INTO `dictionary` VALUES (150937, 'ازیز', 'eziz', '2023-10-04 17:02:58', '2023-10-04 17:02:58');
INSERT INTO `dictionary` VALUES (150938, 'اژدف', 'ejdef', '2023-10-04 17:02:58', '2023-10-04 17:02:58');
INSERT INTO `dictionary` VALUES (150939, 'ازیر', 'ezir, ejir', '2023-10-04 17:02:59', '2023-10-04 17:02:59');
INSERT INTO `dictionary` VALUES (150940, 'اسئله', 'esile', '2023-10-04 17:02:59', '2023-10-04 17:02:59');
INSERT INTO `dictionary` VALUES (150941, 'اسا', 'esa', '2023-10-04 17:02:59', '2023-10-04 17:02:59');
INSERT INTO `dictionary` VALUES (150942, 'اسابیع', 'esabia', '2023-10-04 17:02:59', '2023-10-04 17:02:59');
INSERT INTO `dictionary` VALUES (150943, 'اساتذه، اساتیذ', 'esatize, esatiz', '2023-10-04 17:03:00', '2023-10-04 17:03:00');
INSERT INTO `dictionary` VALUES (150944, 'اسارت', 'esaret', '2023-10-04 17:03:00', '2023-10-04 17:03:00');
INSERT INTO `dictionary` VALUES (150945, 'اساریر', 'Esârir', '2023-10-04 17:03:00', '2023-10-04 17:03:00');
INSERT INTO `dictionary` VALUES (150946, 'اساس', 'Esâs', '2023-10-04 17:03:01', '2023-10-04 17:03:01');
INSERT INTO `dictionary` VALUES (150947, 'اساسا', 'esasen', '2023-10-04 17:03:01', '2023-10-04 17:03:01');
INSERT INTO `dictionary` VALUES (150948, 'اساسیٖ', 'esasi', '2023-10-04 17:03:01', '2023-10-04 17:03:01');
INSERT INTO `dictionary` VALUES (150949, 'اساطیر', 'esadir', '2023-10-04 17:03:01', '2023-10-04 17:03:01');
INSERT INTO `dictionary` VALUES (150950, 'اساطین', 'esadin', '2023-10-04 17:03:02', '2023-10-04 17:03:02');
INSERT INTO `dictionary` VALUES (150951, 'اسافل', 'esafil', '2023-10-04 17:03:02', '2023-10-04 17:03:02');
INSERT INTO `dictionary` VALUES (150952, 'اساقف', 'esagif', '2023-10-04 17:03:02', '2023-10-04 17:03:02');
INSERT INTO `dictionary` VALUES (150953, 'اساقه', 'esaga', '2023-10-04 17:03:03', '2023-10-04 17:03:03');
INSERT INTO `dictionary` VALUES (150954, 'اساكف', 'efakif', '2023-10-04 17:03:03', '2023-10-04 17:03:03');
INSERT INTO `dictionary` VALUES (150955, 'اسالیب', 'Esâlîb', '2023-10-04 17:03:03', '2023-10-04 17:03:03');
INSERT INTO `dictionary` VALUES (150956, 'اسامیٖ', 'Esâmâ', '2023-10-04 17:03:03', '2023-10-04 17:03:03');
INSERT INTO `dictionary` VALUES (150957, 'اسانید', 'Esânîd', '2023-10-04 17:03:04', '2023-10-04 17:03:04');
INSERT INTO `dictionary` VALUES (150958, 'اساود', 'esadiv', '2023-10-04 17:03:04', '2023-10-04 17:03:04');
INSERT INTO `dictionary` VALUES (150959, 'اساور، اساوره', 'esavir, esavira', '2023-10-04 17:03:04', '2023-10-04 17:03:04');
INSERT INTO `dictionary` VALUES (150960, 'اساهیج', 'esahic', '2023-10-04 17:03:04', '2023-10-04 17:03:04');
INSERT INTO `dictionary` VALUES (150961, 'اسب', 'Esb', '2023-10-04 17:03:05', '2023-10-04 17:03:05');
INSERT INTO `dictionary` VALUES (150962, 'اسب افكن', 'esb efken', '2023-10-04 17:03:05', '2023-10-04 17:03:05');
INSERT INTO `dictionary` VALUES (150963, 'اسباب', 'Esbâb', '2023-10-04 17:03:05', '2023-10-04 17:03:05');
INSERT INTO `dictionary` VALUES (150964, 'اسب انكیز', 'Esbenkiz', '2023-10-04 17:03:06', '2023-10-04 17:03:06');
INSERT INTO `dictionary` VALUES (150965, 'اسباط', 'Esbat', '2023-10-04 17:03:06', '2023-10-04 17:03:06');
INSERT INTO `dictionary` VALUES (150966, 'اسبق', 'Esbeg', '2023-10-04 17:03:06', '2023-10-04 17:03:06');
INSERT INTO `dictionary` VALUES (150967, 'اسبل', 'Esbel', '2023-10-04 17:03:06', '2023-10-04 17:03:06');
INSERT INTO `dictionary` VALUES (150968, 'استار', 'Estâr', '2023-10-04 17:03:07', '2023-10-04 17:03:07');
INSERT INTO `dictionary` VALUES (150969, 'اسب‌تازیٖ', 'Esbtazi', '2023-10-04 17:03:07', '2023-10-04 17:03:07');
INSERT INTO `dictionary` VALUES (150970, 'استغفر‌الله', 'Estağfirullah', '2023-10-04 17:03:07', '2023-10-04 17:03:07');
INSERT INTO `dictionary` VALUES (150971, 'اسجاع', 'Escaa', '2023-10-04 17:03:08', '2023-10-04 17:03:08');
INSERT INTO `dictionary` VALUES (150972, 'اسجال', 'Escal', '2023-10-04 17:03:08', '2023-10-04 17:03:08');
INSERT INTO `dictionary` VALUES (150973, 'اسحار', 'Eshâr', '2023-10-04 17:03:08', '2023-10-04 17:03:08');
INSERT INTO `dictionary` VALUES (150974, 'اسخی', 'Eshâ', '2023-10-04 17:03:09', '2023-10-04 17:03:09');
INSERT INTO `dictionary` VALUES (150975, 'اسخیاء', 'Eshiya\'', '2023-10-04 17:03:09', '2023-10-04 17:03:09');
INSERT INTO `dictionary` VALUES (150976, 'اسر', 'Esr', '2023-10-04 17:03:09', '2023-10-04 17:03:09');
INSERT INTO `dictionary` VALUES (150977, 'اسرار', 'Esrar', '2023-10-04 17:03:10', '2023-10-04 17:03:10');
INSERT INTO `dictionary` VALUES (150978, 'اسراركش', 'Esrarkeş', '2023-10-04 17:03:10', '2023-10-04 17:03:10');
INSERT INTO `dictionary` VALUES (150979, 'اسرع', 'Esraa', '2023-10-04 17:03:10', '2023-10-04 17:03:10');
INSERT INTO `dictionary` VALUES (150980, 'اسره', 'Esirre', '2023-10-04 17:03:10', '2023-10-04 17:03:10');
INSERT INTO `dictionary` VALUES (150981, 'اسطار', 'İstâr', '2023-10-04 17:03:11', '2023-10-04 17:03:11');
INSERT INTO `dictionary` VALUES (150982, 'اسطبه', 'Esdabe', '2023-10-04 17:03:11', '2023-10-04 17:03:11');
INSERT INTO `dictionary` VALUES (150983, 'اسعار', 'Isar', '2023-10-04 17:03:11', '2023-10-04 17:03:11');
INSERT INTO `dictionary` VALUES (150984, 'اسعد', 'Esad', '2023-10-04 17:03:11', '2023-10-04 17:03:11');
INSERT INTO `dictionary` VALUES (150985, 'اسف', 'Esef', '2023-10-04 17:03:12', '2023-10-04 17:03:12');
INSERT INTO `dictionary` VALUES (150986, 'اسفار', 'Esfâr', '2023-10-04 17:03:12', '2023-10-04 17:03:12');
INSERT INTO `dictionary` VALUES (150987, 'اسفاط', 'Esfad', '2023-10-04 17:03:12', '2023-10-04 17:03:12');
INSERT INTO `dictionary` VALUES (150988, 'اسفل', 'Esfel', '2023-10-04 17:03:12', '2023-10-04 17:03:12');
INSERT INTO `dictionary` VALUES (150989, 'اسقام', 'Esgam', '2023-10-04 17:03:13', '2023-10-04 17:03:13');
INSERT INTO `dictionary` VALUES (150990, 'اسقریم', 'Esgarim', '2023-10-04 17:03:13', '2023-10-04 17:03:13');
INSERT INTO `dictionary` VALUES (150991, 'اسقف', 'Esgaf', '2023-10-04 17:03:13', '2023-10-04 17:03:13');
INSERT INTO `dictionary` VALUES (150992, 'اسكف', 'Eskef', '2023-10-04 17:03:15', '2023-10-04 17:03:15');
INSERT INTO `dictionary` VALUES (150993, 'اسكفه', 'Eskefe', '2023-10-04 17:03:16', '2023-10-04 17:03:16');
INSERT INTO `dictionary` VALUES (150994, 'اسلاف', 'Eslâf', '2023-10-04 17:03:16', '2023-10-04 17:03:16');
INSERT INTO `dictionary` VALUES (150995, 'اسلحه', 'Esliha', '2023-10-04 17:03:16', '2023-10-04 17:03:16');
INSERT INTO `dictionary` VALUES (150996, 'اسماء', 'Esma-i', '2023-10-04 17:03:17', '2023-10-04 17:03:17');
INSERT INTO `dictionary` VALUES (150997, 'اسمار', 'Esmâr', '2023-10-04 17:03:17', '2023-10-04 17:03:17');
INSERT INTO `dictionary` VALUES (150998, 'اسماع', 'Esmaa', '2023-10-04 17:03:17', '2023-10-04 17:03:17');
INSERT INTO `dictionary` VALUES (150999, 'اسمح', 'Esmeh', '2023-10-04 17:03:18', '2023-10-04 17:03:18');
INSERT INTO `dictionary` VALUES (151000, 'اسمر', 'Esmer', '2023-10-04 17:03:18', '2023-10-04 17:03:18');
INSERT INTO `dictionary` VALUES (151001, 'اسناخ', 'Esnah', '2023-10-04 17:03:18', '2023-10-04 17:03:18');
INSERT INTO `dictionary` VALUES (151002, 'اسنان', 'Esnân', '2023-10-04 17:03:18', '2023-10-04 17:03:18');
INSERT INTO `dictionary` VALUES (151003, 'اسنع', 'Esneğ', '2023-10-04 17:03:19', '2023-10-04 17:03:19');
INSERT INTO `dictionary` VALUES (151004, 'اسوار', 'Esvar', '2023-10-04 17:03:19', '2023-10-04 17:03:19');
INSERT INTO `dictionary` VALUES (151005, 'اسواق', 'Esvag', '2023-10-04 17:03:19', '2023-10-04 17:03:19');
INSERT INTO `dictionary` VALUES (151006, 'اسوده', 'Esvide', '2023-10-04 17:03:19', '2023-10-04 17:03:19');
INSERT INTO `dictionary` VALUES (151007, 'اسوف، اسوف', 'Esved,esüf', '2023-10-04 17:03:20', '2023-10-04 17:03:20');
INSERT INTO `dictionary` VALUES (151008, 'اسهاء', 'Eshar', '2023-10-04 17:03:20', '2023-10-04 17:03:20');
INSERT INTO `dictionary` VALUES (151009, 'اسهام', 'Eshâm', '2023-10-04 17:03:20', '2023-10-04 17:03:20');
INSERT INTO `dictionary` VALUES (151010, 'اسهد', 'Eshed', '2023-10-04 17:03:21', '2023-10-04 17:03:21');
INSERT INTO `dictionary` VALUES (151011, 'اسهل', 'Eshel', '2023-10-04 17:03:21', '2023-10-04 17:03:21');
INSERT INTO `dictionary` VALUES (151012, 'اسیاف', '', '2023-10-04 17:03:21', '2023-10-04 17:03:21');
INSERT INTO `dictionary` VALUES (151013, 'اسیان', 'Esyan', '2023-10-04 17:03:22', '2023-10-04 17:03:22');
INSERT INTO `dictionary` VALUES (151014, 'اسیس', 'Esîs', '2023-10-04 17:03:22', '2023-10-04 17:03:22');
INSERT INTO `dictionary` VALUES (151015, 'اسیر', 'Esîr', '2023-10-04 17:03:22', '2023-10-04 17:03:22');
INSERT INTO `dictionary` VALUES (151016, 'اسیرانه', 'Esirane', '2023-10-04 17:03:23', '2023-10-04 17:03:23');
INSERT INTO `dictionary` VALUES (151017, 'اسیری', 'Esiri', '2023-10-04 17:03:23', '2023-10-04 17:03:23');
INSERT INTO `dictionary` VALUES (151018, 'اسیل', 'Esîl', '2023-10-04 17:03:23', '2023-10-04 17:03:23');
INSERT INTO `dictionary` VALUES (151019, 'اسینه', 'Esine', '2023-10-04 17:03:23', '2023-10-04 17:03:23');
INSERT INTO `dictionary` VALUES (151020, 'اشام', 'Eşaem', '2023-10-04 17:03:24', '2023-10-04 17:03:24');
INSERT INTO `dictionary` VALUES (151021, 'اشاعره', 'Eşaıre', '2023-10-04 17:03:24', '2023-10-04 17:03:24');
INSERT INTO `dictionary` VALUES (151022, 'اشئم', 'Eşem', '2023-10-04 17:03:24', '2023-10-04 17:03:24');
INSERT INTO `dictionary` VALUES (151023, 'اشباح', 'Eşbâh', '2023-10-04 17:03:24', '2023-10-04 17:03:24');
INSERT INTO `dictionary` VALUES (151024, 'اشباه', 'Eşbâh', '2023-10-04 17:03:25', '2023-10-04 17:03:25');
INSERT INTO `dictionary` VALUES (151025, 'اشبال', 'Eşbal', '2023-10-04 17:03:25', '2023-10-04 17:03:25');
INSERT INTO `dictionary` VALUES (151026, 'اشبه', 'Eşbeh', '2023-10-04 17:03:25', '2023-10-04 17:03:25');
INSERT INTO `dictionary` VALUES (151027, 'اشتات', 'Eştat', '2023-10-04 17:03:26', '2023-10-04 17:03:26');
INSERT INTO `dictionary` VALUES (151028, 'اشجار', 'Eşcâr', '2023-10-04 17:03:26', '2023-10-04 17:03:26');
INSERT INTO `dictionary` VALUES (151029, 'اشجان', 'Eşcân', '2023-10-04 17:03:26', '2023-10-04 17:03:26');
INSERT INTO `dictionary` VALUES (151030, 'اشخاص', 'Eşhâs', '2023-10-04 17:03:26', '2023-10-04 17:03:26');
INSERT INTO `dictionary` VALUES (151031, 'اشد', 'Eşed', '2023-10-04 17:03:27', '2023-10-04 17:03:27');
INSERT INTO `dictionary` VALUES (151032, 'اشداء', 'Eşidda\'', '2023-10-04 17:03:27', '2023-10-04 17:03:27');
INSERT INTO `dictionary` VALUES (151033, 'اشدق', 'Eşdeg', '2023-10-04 17:03:27', '2023-10-04 17:03:27');
INSERT INTO `dictionary` VALUES (151034, 'اشر', 'Eşerr', '2023-10-04 17:03:28', '2023-10-04 17:03:28');
INSERT INTO `dictionary` VALUES (151035, 'اشراء', 'Eşirra\' , Eşrar', '2023-10-04 17:03:28', '2023-10-04 17:03:28');
INSERT INTO `dictionary` VALUES (151036, 'اشراط', 'eşrad', '2023-10-04 17:03:28', '2023-10-04 17:03:28');
INSERT INTO `dictionary` VALUES (151037, 'اشراف', 'işraf', '2023-10-04 17:03:28', '2023-10-04 17:03:28');
INSERT INTO `dictionary` VALUES (151038, 'اشراك', 'Işrak', '2023-10-04 17:03:29', '2023-10-04 17:03:29');
INSERT INTO `dictionary` VALUES (151039, 'اشربه', 'eşribe', '2023-10-04 17:03:29', '2023-10-04 17:03:29');
INSERT INTO `dictionary` VALUES (151040, 'اشرعه', 'Eşriah', '2023-10-04 17:03:29', '2023-10-04 17:03:29');
INSERT INTO `dictionary` VALUES (151041, 'اشعار', 'Eşar', '2023-10-04 17:03:29', '2023-10-04 17:03:29');
INSERT INTO `dictionary` VALUES (151042, 'اشعب', 'Eşab', '2023-10-04 17:03:30', '2023-10-04 17:03:30');
INSERT INTO `dictionary` VALUES (151043, 'اشعه', 'Eşiaa', '2023-10-04 17:03:30', '2023-10-04 17:03:30');
INSERT INTO `dictionary` VALUES (151044, 'اشغال', 'İşgal', '2023-10-04 17:03:30', '2023-10-04 17:03:30');
INSERT INTO `dictionary` VALUES (151045, 'اشغل', 'eşgal', '2023-10-04 17:03:31', '2023-10-04 17:03:31');
INSERT INTO `dictionary` VALUES (151046, 'اشفار', 'Eşfar', '2023-10-04 17:03:31', '2023-10-04 17:03:31');
INSERT INTO `dictionary` VALUES (151047, 'اشفاق', 'Eşfag', '2023-10-04 17:03:31', '2023-10-04 17:03:31');
INSERT INTO `dictionary` VALUES (151048, 'اشفق', 'Eşfeg', '2023-10-04 17:03:31', '2023-10-04 17:03:31');
INSERT INTO `dictionary` VALUES (151049, 'اشفی', 'Eşfâ', '2023-10-04 17:03:32', '2023-10-04 17:03:32');
INSERT INTO `dictionary` VALUES (151050, 'اشقح', 'Eşgah,eşgar', '2023-10-04 17:03:32', '2023-10-04 17:03:32');
INSERT INTO `dictionary` VALUES (151051, 'اشقی', 'Eşga', '2023-10-04 17:03:32', '2023-10-04 17:03:32');
INSERT INTO `dictionary` VALUES (151052, 'اشقیاء', 'Eşkiya', '2023-10-04 17:03:32', '2023-10-04 17:03:32');
INSERT INTO `dictionary` VALUES (151053, 'اشك‌افشان', 'Eşkefşan,Eşkfeşan', '2023-10-04 17:03:33', '2023-10-04 17:03:33');
INSERT INTO `dictionary` VALUES (151054, 'اشكال', 'İşkâl', '2023-10-04 17:03:33', '2023-10-04 17:03:33');
INSERT INTO `dictionary` VALUES (151055, 'اشكبار', 'Eşkibar', '2023-10-04 17:03:34', '2023-10-04 17:03:34');
INSERT INTO `dictionary` VALUES (151056, 'اشكباریٖ', 'Eşkibari', '2023-10-04 17:03:34', '2023-10-04 17:03:34');
INSERT INTO `dictionary` VALUES (151057, 'اشكریز', 'eşkeriz', '2023-10-04 17:03:35', '2023-10-04 17:03:35');
INSERT INTO `dictionary` VALUES (151058, 'اشكریزیٖ', 'Eşkerizi', '2023-10-04 17:03:36', '2023-10-04 17:03:36');
INSERT INTO `dictionary` VALUES (151059, 'اشك‌شادیٖ، اشك‌شیرین', 'Eşkişadi , eşkişirin', '2023-10-04 17:03:38', '2023-10-04 17:03:38');
INSERT INTO `dictionary` VALUES (151060, 'اشكل', 'Eşkel', '2023-10-04 17:03:38', '2023-10-04 17:03:38');
INSERT INTO `dictionary` VALUES (151061, 'اشكور', 'Eşkever', '2023-10-04 17:03:38', '2023-10-04 17:03:38');
INSERT INTO `dictionary` VALUES (151062, 'اشل', 'Eşell', '2023-10-04 17:03:39', '2023-10-04 17:03:39');
INSERT INTO `dictionary` VALUES (151063, 'اشمل', 'Eşmel', '2023-10-04 17:03:39', '2023-10-04 17:03:39');
INSERT INTO `dictionary` VALUES (151064, 'اشنع', 'Eşnea', '2023-10-04 17:03:39', '2023-10-04 17:03:39');
INSERT INTO `dictionary` VALUES (151065, 'اشنب', 'Eşneb', '2023-10-04 17:03:40', '2023-10-04 17:03:40');
INSERT INTO `dictionary` VALUES (151066, 'اشواط', 'Eşvad', '2023-10-04 17:03:40', '2023-10-04 17:03:40');
INSERT INTO `dictionary` VALUES (151067, 'اشواق', 'Eşvag', '2023-10-04 17:03:40', '2023-10-04 17:03:40');
INSERT INTO `dictionary` VALUES (151068, 'اشهاد', 'Eşhad', '2023-10-04 17:03:41', '2023-10-04 17:03:41');
INSERT INTO `dictionary` VALUES (151069, 'اشهب', 'Eşheb', '2023-10-04 17:03:41', '2023-10-04 17:03:41');
INSERT INTO `dictionary` VALUES (151070, 'اشهر', 'Eşher', '2023-10-04 17:03:41', '2023-10-04 17:03:41');
INSERT INTO `dictionary` VALUES (151071, 'اشهرالحرم', 'Eşhuru\'l hurum', '2023-10-04 17:03:41', '2023-10-04 17:03:41');
INSERT INTO `dictionary` VALUES (151072, 'اشهرالحج، اشهرمعلومات', 'Eşhuru\'l HACC, Eşhuru\'l malumat', '2023-10-04 17:03:42', '2023-10-04 17:03:42');
INSERT INTO `dictionary` VALUES (151073, 'اشهی', 'Eşhâ', '2023-10-04 17:03:42', '2023-10-04 17:03:42');
INSERT INTO `dictionary` VALUES (151074, 'اشیاء', 'Eşyâ', '2023-10-04 17:03:42', '2023-10-04 17:03:42');
INSERT INTO `dictionary` VALUES (151075, 'اشیاخ', 'Eşyâh', '2023-10-04 17:03:42', '2023-10-04 17:03:42');
INSERT INTO `dictionary` VALUES (151076, 'اشیب', 'Eşyeb', '2023-10-04 17:03:43', '2023-10-04 17:03:43');
INSERT INTO `dictionary` VALUES (151077, 'اشیم', 'Eşyem', '2023-10-04 17:03:43', '2023-10-04 17:03:43');
INSERT INTO `dictionary` VALUES (151078, 'اشیاع', 'eşyaa', '2023-10-04 17:03:43', '2023-10-04 17:03:43');
INSERT INTO `dictionary` VALUES (151079, 'اصابع', 'Esâbî\'', '2023-10-04 17:03:44', '2023-10-04 17:03:44');
INSERT INTO `dictionary` VALUES (151080, 'اصابع‌العذاریٖ', 'Esabiu\'l ızari', '2023-10-04 17:03:44', '2023-10-04 17:03:44');
INSERT INTO `dictionary` VALUES (151081, 'اصابع‌صقر', 'Esabia sukur', '2023-10-04 17:03:44', '2023-10-04 17:03:44');
INSERT INTO `dictionary` VALUES (151082, 'اصاغر', 'Esağır', '2023-10-04 17:03:44', '2023-10-04 17:03:44');
INSERT INTO `dictionary` VALUES (151083, 'اصالت', 'Esalet', '2023-10-04 17:03:44', '2023-10-04 17:03:44');
INSERT INTO `dictionary` VALUES (151084, 'اصالة', 'Esaleten', '2023-10-04 17:03:45', '2023-10-04 17:03:45');
INSERT INTO `dictionary` VALUES (151085, 'اصباء', 'Esba\'', '2023-10-04 17:03:45', '2023-10-04 17:03:45');
INSERT INTO `dictionary` VALUES (151086, 'اصباب', 'Esbab', '2023-10-04 17:03:45', '2023-10-04 17:03:45');
INSERT INTO `dictionary` VALUES (151087, 'اصبار', 'Esbar', '2023-10-04 17:03:46', '2023-10-04 17:03:46');
INSERT INTO `dictionary` VALUES (151088, 'اصح', 'Esahh', '2023-10-04 17:03:46', '2023-10-04 17:03:46');
INSERT INTO `dictionary` VALUES (151089, 'اصحاء', 'Esıhha\'', '2023-10-04 17:03:46', '2023-10-04 17:03:46');
INSERT INTO `dictionary` VALUES (151090, 'اصحاب', 'Eshab', '2023-10-04 17:03:46', '2023-10-04 17:03:46');
INSERT INTO `dictionary` VALUES (151091, 'اصحاب‌بدر', 'Eshabıbedr', '2023-10-04 17:03:47', '2023-10-04 17:03:47');
INSERT INTO `dictionary` VALUES (151092, 'اصحاب‌كهف', 'Eshab-ı kehf', '2023-10-04 17:03:47', '2023-10-04 17:03:47');
INSERT INTO `dictionary` VALUES (151093, 'اصحاب‌صفه', 'Eshab-ı suffe', '2023-10-04 17:03:47', '2023-10-04 17:03:47');
INSERT INTO `dictionary` VALUES (151094, 'اصحاب‌سبت', 'Eshab-ı sebt', '2023-10-04 17:03:47', '2023-10-04 17:03:47');
INSERT INTO `dictionary` VALUES (151095, 'اصحاب‌الرائی', 'Eshab\'ur -raii', '2023-10-04 17:03:48', '2023-10-04 17:03:48');
INSERT INTO `dictionary` VALUES (151096, 'اصحمه', 'Eshame', '2023-10-04 17:03:48', '2023-10-04 17:03:48');
INSERT INTO `dictionary` VALUES (151097, 'اصحر', 'eshar', '2023-10-04 17:03:48', '2023-10-04 17:03:48');
INSERT INTO `dictionary` VALUES (151098, 'اصدغان', 'Esdeğan', '2023-10-04 17:03:49', '2023-10-04 17:03:49');
INSERT INTO `dictionary` VALUES (151099, 'اصداف', 'Esdaf', '2023-10-04 17:03:49', '2023-10-04 17:03:49');
INSERT INTO `dictionary` VALUES (151100, 'اصرمان', 'Esraman', '2023-10-04 17:03:49', '2023-10-04 17:03:49');
INSERT INTO `dictionary` VALUES (151101, 'اصدقاء', 'Esdiga\'', '2023-10-04 17:03:49', '2023-10-04 17:03:49');
INSERT INTO `dictionary` VALUES (151102, 'اصدی', 'Esda', '2023-10-04 17:03:50', '2023-10-04 17:03:50');
INSERT INTO `dictionary` VALUES (151103, 'اصعب', 'Esab', '2023-10-04 17:03:50', '2023-10-04 17:03:50');
INSERT INTO `dictionary` VALUES (151104, 'اصعر', 'As\'ar', '2023-10-04 17:03:50', '2023-10-04 17:03:50');
INSERT INTO `dictionary` VALUES (151105, 'اصغر', 'Esgar', '2023-10-04 17:03:50', '2023-10-04 17:03:50');
INSERT INTO `dictionary` VALUES (151106, 'اصغران،‌اصغرین', 'Esğaran, esğaren', '2023-10-04 17:03:51', '2023-10-04 17:03:51');
INSERT INTO `dictionary` VALUES (151107, 'اصفاد', 'Esfad', '2023-10-04 17:03:51', '2023-10-04 17:03:51');
INSERT INTO `dictionary` VALUES (151108, 'اصفار', 'Asfâr', '2023-10-04 17:03:51', '2023-10-04 17:03:51');
INSERT INTO `dictionary` VALUES (151109, 'اصفی', 'Esfa', '2023-10-04 17:03:51', '2023-10-04 17:03:51');
INSERT INTO `dictionary` VALUES (151110, 'اصفیاء', 'Esfiya', '2023-10-04 17:03:52', '2023-10-04 17:03:52');
INSERT INTO `dictionary` VALUES (151111, 'اصقر', 'Esgar', '2023-10-04 17:03:52', '2023-10-04 17:03:52');
INSERT INTO `dictionary` VALUES (151112, 'اصقع', 'Esgaa', '2023-10-04 17:03:52', '2023-10-04 17:03:52');
INSERT INTO `dictionary` VALUES (151113, 'اصل', 'Esal', '2023-10-04 17:03:53', '2023-10-04 17:03:53');
INSERT INTO `dictionary` VALUES (151114, 'اصلا', 'Esla', '2023-10-04 17:03:53', '2023-10-04 17:03:53');
INSERT INTO `dictionary` VALUES (151115, 'اصلاب', 'Eslab', '2023-10-04 17:03:53', '2023-10-04 17:03:53');
INSERT INTO `dictionary` VALUES (151116, 'اصلح', 'Esleh', '2023-10-04 17:03:54', '2023-10-04 17:03:54');
INSERT INTO `dictionary` VALUES (151117, 'اصلع', 'Eslea', '2023-10-04 17:03:54', '2023-10-04 17:03:54');
INSERT INTO `dictionary` VALUES (151118, 'اصله', 'Esale', '2023-10-04 17:03:56', '2023-10-04 17:03:56');
INSERT INTO `dictionary` VALUES (151119, 'اصم', 'Esamm', '2023-10-04 17:03:56', '2023-10-04 17:03:56');
INSERT INTO `dictionary` VALUES (151120, 'اصمح', 'Esmeh', '2023-10-04 17:03:56', '2023-10-04 17:03:56');
INSERT INTO `dictionary` VALUES (151121, 'اصمع', 'Esmea', '2023-10-04 17:03:57', '2023-10-04 17:03:57');
INSERT INTO `dictionary` VALUES (151122, 'اصناف', 'Esnâf', '2023-10-04 17:03:57', '2023-10-04 17:03:57');
INSERT INTO `dictionary` VALUES (151123, 'اصوات', 'Esvât', '2023-10-04 17:03:57', '2023-10-04 17:03:57');
INSERT INTO `dictionary` VALUES (151124, 'اصواع', 'esvaa', '2023-10-04 17:03:58', '2023-10-04 17:03:58');
INSERT INTO `dictionary` VALUES (151125, 'اصواف', 'Esvâf', '2023-10-04 17:03:58', '2023-10-04 17:03:58');
INSERT INTO `dictionary` VALUES (151126, 'اصوب', 'Esveb', '2023-10-04 17:03:58', '2023-10-04 17:03:58');
INSERT INTO `dictionary` VALUES (151127, 'اصونه', 'Esvine', '2023-10-04 17:03:58', '2023-10-04 17:03:58');
INSERT INTO `dictionary` VALUES (151128, 'اصهار', 'Ashâr', '2023-10-04 17:03:59', '2023-10-04 17:03:59');
INSERT INTO `dictionary` VALUES (151129, 'اصیاف', 'Asyâf', '2023-10-04 17:03:59', '2023-10-04 17:03:59');
INSERT INTO `dictionary` VALUES (151130, 'اصیل', 'Asîl', '2023-10-04 17:03:59', '2023-10-04 17:03:59');
INSERT INTO `dictionary` VALUES (151131, 'اصیلانه', 'Esilane', '2023-10-04 17:03:59', '2023-10-04 17:03:59');
INSERT INTO `dictionary` VALUES (151132, 'اصیلزاده', 'Esılzade', '2023-10-04 17:04:00', '2023-10-04 17:04:00');
INSERT INTO `dictionary` VALUES (151133, 'اضاحیك', 'Ezahik', '2023-10-04 17:04:00', '2023-10-04 17:04:00');
INSERT INTO `dictionary` VALUES (151134, 'اضاحی', 'Ezahı', '2023-10-04 17:04:00', '2023-10-04 17:04:00');
INSERT INTO `dictionary` VALUES (151135, 'اضحی', 'Ezha', '2023-10-04 17:04:00', '2023-10-04 17:04:00');
INSERT INTO `dictionary` VALUES (151136, 'اضحم', 'Ezham', '2023-10-04 17:04:01', '2023-10-04 17:04:01');
INSERT INTO `dictionary` VALUES (151137, 'اضداد', 'Ezdâd', '2023-10-04 17:04:01', '2023-10-04 17:04:01');
INSERT INTO `dictionary` VALUES (151138, 'اضر', 'Ezarr', '2023-10-04 17:04:01', '2023-10-04 17:04:01');
INSERT INTO `dictionary` VALUES (151139, 'اضراس', 'Ezras', '2023-10-04 17:04:02', '2023-10-04 17:04:02');
INSERT INTO `dictionary` VALUES (151140, 'اضعاف', 'Ezaf', '2023-10-04 17:04:02', '2023-10-04 17:04:02');
INSERT INTO `dictionary` VALUES (151141, 'اضعف', 'Ezaf', '2023-10-04 17:04:02', '2023-10-04 17:04:02');
